,t,Sensor_1,Sensor_2,Sensor_3,Sensor_4
480,0.00024,0,-0.004686575,0.007274975,-0.003591541
481,0.0002405,0,-0.005295097,-0.004627896,-0.002680036
482,0.000241,0,-0.00221676,-0.010397449,-0.001813892
483,0.0002415,0,0.002505743,-0.005583519,-0.001486788
484,0.000242,0,0.005505075,0.002888931,-0.00067745
485,0.0002425,0,0.004726552,0.006105647,0.001211964
486,0.000243,0,0.001009002,0.002903907,0.003161143
487,0.0002435,0,-0.002741522,-0.000861242,0.003385325
488,0.000244,0,-0.003975502,-0.000668862,0.001135081
489,0.0002445,0,-0.002365266,0.001727281,-0.002374934
490,0.000245,0,0.00033922,0.001829552,-0.00463115
491,0.0002455,0,0.002011926,-0.001343714,-0.003586113
492,0.000246,0,0.001762519,-0.004175026,0.000542685
493,0.0002465,0,0.000256123,-0.003037152,0.004818087
494,0.000247,0,-0.001146917,0.001544505,0.005509088
495,0.0002475,0,-0.001486719,0.005657586,0.001508596
496,0.000248,0,-0.000743347,0.005988936,-0.003930596
497,0.0002485,0,0.000350587,0.002489649,-0.00571361
498,0.000249,0,0.000939642,-0.002203104,-0.001966837
499,0.0002495,0,0.000675755,-0.005026977,0.003627332
500,0.00025,0,-5.90E-05,-0.004360724,0.005343042
